id_logement,appareil_suivi,type,conso_an1_kwh,conso_an2_kwh
910,Eau chaude sanitaire,JOULE,1147.4,
911,Eau chaude sanitaire,JOULE,153.6,142.9
911,Eau chaude sanitaire,JOULE,1262.0,1471.5
912,Eau chaude sanitaire,JOULE,748.8,800.7
1001,Eau chaude sanitaire,JOULE,754.4,423.7
1002,Eau chaude sanitaire,JOULE,750.9,748.9
1003,Eau chaude sanitaire,JOULE,1326.4,1183.6
1006,Eau chaude sanitaire,JOULE,2210.8,2397.7
1008,Eau chaude sanitaire,JOULE,3525.1,
1010,Eau chaude sanitaire,JOULE,1442.4,1423.3
120,Eau chaude sanitaire,JOULE,,992.7
320,Eau chaude sanitaire,JOULE,,211.0
720,Eau chaude sanitaire,JOULE,,1382.0
721,Eau chaude sanitaire,JOULE,,1397.6
921,Eau chaude sanitaire,JOULE,,1906.2
101,Eclairage,,23.6,17.2
102,Eclairage,,93.9,105.8
103,Eclairage,,335.2,222.4
104,Eclairage,,225.3,
105,Eclairage,,57.0,51.0
106,Eclairage,,28.7,
107,Eclairage,,177.1,103.9
108,Eclairage,,59.1,
109,Eclairage,,23.1,
110,Eclairage,,25.9,15.9
120,Eclairage,,,34.3
121,Eclairage,,,203.8
122,Eclairage,,,82.3
123,Eclairage,,,384.5
201,Eclairage,,175.8,384.0
202,Eclairage,,70.2,101.0
203,Eclairage,,23.0,29.2
204,Eclairage,,24.8,25.6
205,Eclairage,,64.1,73.3
206,Eclairage,,235.2,338.1
207,Eclairage,,29.6,36.2
208,Eclairage,,114.5,
209,Eclairage,,53.8,90.0
210,Eclairage,,98.9,125.4
301,Eclairage,,31.1,14.8
302,Eclairage,,44.4,35.3
303,Eclairage,,556.0,412.5
304,Eclairage,,307.9,
305,Eclairage,,260.6,268.8
306,Eclairage,,172.0,177.0
307,Eclairage,,64.5,
308,Eclairage,,59.7,58.1
309,Eclairage,,75.0,43.1
310,Eclairage,,71.7,92.9
311,Eclairage,,237.9,265.4
320,Eclairage,,,3.0
326,Eclairage,,,99.1
401,Eclairage,,84.9,
402,Eclairage,,77.7,77.9
403,Eclairage,,107.4,10.4
404,Eclairage,,67.4,65.8
405,Eclairage,,145.4,27.0
406,Eclairage,,333.9,366.7
407,Eclairage,,81.2,30.7
408,Eclairage,,32.1,
409,Eclairage,,107.3,85.6
410,Eclairage,,128.5,44.0
420,Eclairage,,,9.1
421,Eclairage,,,88.7
501,Eclairage,,108.3,
502,Eclairage,,193.4,196.6
503,Eclairage,,126.7,107.3
504,Eclairage,,95.8,84.0
505,Eclairage,,69.7,57.6
506,Eclairage,,5.4,6.4
507,Eclairage,,161.5,87.9
508,Eclairage,,72.4,88.1
509,Eclairage,,351.1,
510,Eclairage,,299.8,297.1
520,Eclairage,,,29.6
601,Eclairage,,280.4,370.6
602,Eclairage,,54.9,66.2
603,Eclairage,,83.8,60.9
604,Eclairage,,105.3,213.8
605,Eclairage,,194.4,146.4
606,Eclairage,,141.9,91.2
607,Eclairage,,171.6,199.9
608,Eclairage,,75.7,77.6
620,Eclairage,,,195.5
701,Eclairage,,225.1,
702,Eclairage,,123.8,94.7
703,Eclairage,,333.9,214.8
704,Eclairage,,282.0,193.3
705,Eclairage,,195.7,143.5
706,Eclairage,,441.0,459.9
707,Eclairage,,99.6,98.3
708,Eclairage,,62.9,
709,Eclairage,,204.7,171.6
720,Eclairage,,,187.5
721,Eclairage,,,674.4
722,Eclairage,,,157.3
801,Eclairage,,49.5,48.1
802,Eclairage,,302.1,
803,Eclairage,,245.7,457.6
804,Eclairage,,211.0,196.6
805,Eclairage,,227.9,253.1
806,Eclairage,,72.4,59.5
807,Eclairage,,92.8,124.6
808,Eclairage,,62.6,
809,Eclairage,,384.9,
810,Eclairage,,43.4,89.5
820,Eclairage,,,19.0
821,Eclairage,,,9.7
822,Eclairage,,,24.5
823,Eclairage,,,125.3
901,Eclairage,,13.3,16.6
902,Eclairage,,452.2,382.8
903,Eclairage,,142.3,116.7
904,Eclairage,,190.4,
905,Eclairage,,25.2,28.2
906,Eclairage,,64.3,
907,Eclairage,,26.0,21.6
908,Eclairage,,43.1,46.6
909,Eclairage,,42.4,43.5
910,Eclairage,,45.9,
911,Eclairage,,620.9,1562.1
912,Eclairage,,69.3,172.0
921,Eclairage,,,67.3
922,Eclairage,,,45.3
1001,Eclairage,,54.2,8.4
1002,Eclairage,,158.5,111.4
1003,Eclairage,,38.2,37.6
1004,Eclairage,,140.7,169.3
1005,Eclairage,,267.4,401.6
1006,Eclairage,,337.8,221.4
1007,Eclairage,,110.6,123.4
1008,Eclairage,,102.7,
1009,Eclairage,,220.3,234.7
1010,Eclairage,,208.1,199.5
1011,Eclairage,,247.5,249.4
304,Enceintes,,36.8,
702,Enceintes,,15.8,2.2
401,Enceintes,,10.9,
410,Enceintes,,6.5,5.2
909,Enceintes,,0.3,
409,Enceintes,,0.2,0.1
122,Enceintes,,,3.0
326,Enceintes,,,21.3
206,Enceintes,,,78.6
101,Four Micro-ondes,,19.1,22.0
102,Four Micro-ondes,,38.1,11.7
103,Four Micro-ondes,,24.1,30.4
104,Four Micro-ondes,,23.6,
105,Four Micro-ondes,,40.2,41.3
106,Four Micro-ondes,,34.6,
106,Four Micro-ondes,,5.4,
107,Four Micro-ondes,,43.9,31.4
108,Four Micro-ondes,,65.6,
109,Four Micro-ondes,,9.8,
110,Four Micro-ondes,,29.0,18.9
201,Four Micro-ondes,,17.9,19.3
202,Four Micro-ondes,,57.1,64.8
203,Four Micro-ondes,,25.4,21.2
204,Four Micro-ondes,,14.8,22.4
205,Four Micro-ondes,,28.6,31.8
206,Four Micro-ondes,,87.0,74.5
207,Four Micro-ondes,,11.7,11.5
208,Four Micro-ondes,,0.0,
209,Four Micro-ondes,,68.5,69.5
210,Four Micro-ondes,,44.3,35.7
302,Four Micro-ondes,,6.1,7.3
303,Four Micro-ondes,,80.8,63.2
304,Four Micro-ondes,,37.8,
305,Four Micro-ondes,,46.3,48.6
306,Four Micro-ondes,,55.9,66.5
307,Four Micro-ondes,,33.9,
308,Four Micro-ondes,,16.4,11.6
309,Four Micro-ondes,,44.6,50.2
310,Four Micro-ondes,,15.3,17.3
401,Four Micro-ondes,,28.9,
402,Four Micro-ondes,,47.1,34.9
403,Four Micro-ondes,,23.3,42.3
404,Four Micro-ondes,,12.5,18.6
406,Four Micro-ondes,,37.9,22.7
409,Four Micro-ondes,,24.5,35.9
410,Four Micro-ondes,,42.4,49.7
502,Four Micro-ondes,,42.6,46.8
503,Four Micro-ondes,,70.6,68.8
504,Four Micro-ondes,,31.4,46.3
505,Four Micro-ondes,,47.3,51.7
506,Four Micro-ondes,,27.6,28.6
508,Four Micro-ondes,,18.3,16.3
509,Four Micro-ondes,,169.3,
510,Four Micro-ondes,,47.9,52.2
601,Four Micro-ondes,,120.6,147.0
602,Four Micro-ondes,,35.8,38.6
603,Four Micro-ondes,,10.5,7.3
604,Four Micro-ondes,,18.9,29.3
605,Four Micro-ondes,,27.2,36.9
606,Four Micro-ondes,,23.2,36.0
607,Four Micro-ondes,,30.4,36.4
608,Four Micro-ondes,,8.1,13.6
701,Four Micro-ondes,,66.6,
702,Four Micro-ondes,,29.2,35.9
703,Four Micro-ondes,,29.5,48.6
704,Four Micro-ondes,,95.0,95.5
705,Four Micro-ondes,,65.5,50.4
707,Four Micro-ondes,,9.1,11.7
708,Four Micro-ondes,,19.5,
709,Four Micro-ondes,,28.5,40.6
802,Four Micro-ondes,,66.1,
803,Four Micro-ondes,,59.8,58.3
804,Four Micro-ondes,,87.5,84.1
804,Four Micro-ondes,,43.2,24.0
805,Four Micro-ondes,,68.8,57.4
807,Four Micro-ondes,,10.6,11.3
808,Four Micro-ondes,,28.0,
809,Four Micro-ondes,,44.2,
810,Four Micro-ondes,,46.1,53.9
902,Four Micro-ondes,,54.0,30.9
903,Four Micro-ondes,,31.6,32.5
904,Four Micro-ondes,,9.0,
905,Four Micro-ondes,,33.0,28.9
906,Four Micro-ondes,,45.7,
907,Four Micro-ondes,,21.4,13.1
908,Four Micro-ondes,,13.9,15.0
909,Four Micro-ondes,,38.2,83.2
910,Four Micro-ondes,,23.8,
912,Four Micro-ondes,,60.7,63.4
1001,Four Micro-ondes,,34.0,17.9
1002,Four Micro-ondes,,39.0,41.6
1004,Four Micro-ondes,,22.9,16.8
1005,Four Micro-ondes,,17.3,15.4
1006,Four Micro-ondes,,45.9,55.4
1008,Four Micro-ondes,,58.4,
1009,Four Micro-ondes,,39.6,45.1
1010,Four Micro-ondes,,81.0,78.3
1011,Four Micro-ondes,,61.3,65.3
121,Four Micro-ondes,,,11.5
122,Four Micro-ondes,,,49.4
420,Four Micro-ondes,,,23.3
421,Four Micro-ondes,,,36.1
520,Four Micro-ondes,,,4.5
620,Four Micro-ondes,,,7.3
720,Four Micro-ondes,,,27.6
721,Four Micro-ondes,,,8.4
722,Four Micro-ondes,,,43.1
820,Four Micro-ondes,,,5.3
821,Four Micro-ondes,,,6.4
822,Four Micro-ondes,,,18.9
823,Four Micro-ondes,,,16.0
908,Four Micro-ondes,,,15.0
921,Four Micro-ondes,,,25.0
922,Four Micro-ondes,,,38.5
1007,Four Micro-ondes,,,16.9
102,Fours,,75.5,42.1
103,Fours,,139.3,210.9
106,Fours,,24.4,
108,Fours,,64.9,
109,Fours,,81.9,
110,Fours,,128.5,155.4
201,Fours,,39.5,61.8
202,Fours,,100.2,122.2
205,Fours,,27.2,26.5
206,Fours,,141.6,148.1
207,Fours,,47.3,68.5
209,Fours,,226.1,264.4
210,Fours,,8.1,17.9
305,Fours,,96.5,31.9
306,Fours,,140.4,47.2
309,Fours,,104.6,107.2
401,Fours,,120.5,
402,Fours,,64.2,205.9
404,Fours,,96.2,152.0
406,Fours,,173.7,233.5
410,Fours,,41.7,27.6
501,Fours,,117.9,
502,Fours,,225.9,228.1
505,Fours,,125.9,157.6
508,Fours,,175.3,241.4
509,Fours,,486.2,
510,Fours,,227.6,320.0
602,Fours,,138.6,99.1
604,Fours,,23.6,45.0
605,Fours,,116.6,175.3
607,Fours,,153.7,298.6
608,Fours,,21.3,23.0
701,Fours,,151.9,
703,Fours,,198.2,190.6
704,Fours,,250.5,275.2
705,Fours,,159.8,146.6
706,Fours,,66.7,43.5
707,Fours,,108.9,111.1
709,Fours,,138.2,97.1
801,Fours,,251.6,437.9
802,Fours,,227.0,
803,Fours,,161.0,202.5
804,Fours,,62.2,105.7
805,Fours,,121.0,130.3
806,Fours,,339.8,371.6
807,Fours,,149.4,43.8
808,Fours,,113.2,
809,Fours,,168.9,
902,Fours,,162.0,342.2
903,Fours,,120.6,160.8
905,Fours,,57.8,55.7
906,Fours,,136.7,
908,Fours,,143.3,183.6
910,Fours,,63.6,
911,Fours,,302.3,431.1
912,Fours,,267.5,267.3
1001,Fours,,83.2,62.3
1004,Fours,,148.0,454.1
1006,Fours,,213.0,124.9
1007,Fours,,271.6,201.6
1008,Fours,,306.7,
1009,Fours,,222.1,245.6
1010,Fours,,262.5,369.7
1011,Fours,,184.3,177.7
120,Fours,,,97.7
123,Fours,,,121.6
326,Fours,,,158.2
420,Fours,,,39.0
421,Fours,,,288.0
620,Fours,,,223.3
720,Fours,,,180.0
721,Fours,,,152.2
820,Fours,,,49.9
821,Fours,,,93.7
822,Fours,,,34.0
823,Fours,,,70.3
921,Fours,,,221.8
922,Fours,,,58.7
101,Général,,2083.6,2323.2
102,Général,,3282.7,2542.3
103,Général,,4188.0,4113.2
104,Général,,1369.0,
105,Général,,2801.9,3053.5
106,Général,,1531.0,
107,Général,,951.9,685.1
108,Général,,3376.4,
109,Général,,1535.9,
110,Général,,1166.5,1215.4
120,Général,,,2150.7
121,Général,,,1413.1
122,Général,,,1489.1
123,Général,,,1966.5
201,Général,,3436.8,3274.2
202,Général,,6532.9,5449.1
203,Général,,3920.5,3698.4
204,Général,,10056.3,10516.4
205,Général,,3040.1,3183.1
206,Général,,8603.0,12816.2
207,Général,,7061.1,7086.4
208,Général,,1094.2,
209,Général,,4563.7,4790.2
210,Général,,3965.4,4767.4
301,Général,,1345.0,1089.1
302,Général,,1411.5,1313.8
303,Général,,2608.8,2301.5
304,Général,,8446.5,
305,Général,,1665.3,1541.2
306,Général,,8126.7,6290.5
307,Général,,1196.2,
308,Général,,1539.3,1548.5
309,Général,,1395.4,1475.7
310,Général,,5097.4,6730.2
311,Général,,3351.4,3459.5
320,Général,,,1301.5
326,Général,,,1317.6
401,Général,,6033.7,
402,Général,,4721.5,4499.1
403,Général,,1582.5,1227.7
404,Général,,1396.3,1853.1
405,Général,,4492.3,1153.4
406,Général,,7369.1,7617.5
407,Général,,5560.8,3662.3
408,Général,,2271.8,
409,Général,,3621.7,3560.5
410,Général,,7809.4,8517.8
420,Général,,,1876.7
421,Général,,,1977.1
501,Général,,1276.9,
502,Général,,11529.6,12662.1
503,Général,,7011.7,6309.3
504,Général,,1251.1,1139.5
505,Général,,4806.5,3658.8
506,Général,,2554.6,2699.4
507,Général,,994.8,1065.8
508,Général,,2885.0,9556.4
509,Général,,3738.4,
510,Général,,4309.0,4958.4
520,Général,,,620.9
601,Général,,13759.9,4409.6
602,Général,,2550.6,2756.1
603,Général,,2209.2,1967.7
604,Général,,2006.0,2238.4
605,Général,,3397.2,3883.5
606,Général,,1161.1,1382.9
607,Général,,9811.4,7718.0
608,Général,,1377.1,1540.2
620,Général,,,3764.9
701,Général,,8745.5,
702,Général,,2237.3,3024.9
703,Général,,9013.3,10102.4
704,Général,,3113.1,3158.3
705,Général,,7827.2,9381.1
706,Général,,6589.5,8847.2
707,Général,,5416.2,5656.8
708,Général,,1453.6,
709,Général,,5196.7,5446.5
720,Général,,,6526.7
721,Général,,,8475.2
722,Général,,,2919.1
801,Général,,6815.5,7235.2
802,Général,,4756.1,
803,Général,,10922.3,11464.6
804,Général,,12229.9,12652.4
805,Général,,4889.1,5491.3
806,Général,,5514.0,6517.7
807,Général,,4249.8,4428.1
808,Général,,18596.2,
809,Général,,9246.2,
810,Général,,6828.7,12309.2
820,Général,,,978.8
821,Général,,,1010.4
822,Général,,,1849.6
823,Général,,,1677.7
901,Général,,1031.1,961.2
902,Général,,7480.5,8644.6
903,Général,,3271.2,3331.5
904,Général,,2179.7,
905,Général,,2412.3,2408.4
906,Général,,11342.8,
907,Général,,2981.1,2516.9
908,Général,,1123.3,1184.4
909,Général,,2327.1,2163.8
910,Général,,4510.4,
911,Général,,13974.7,13296.2
912,Général,,11081.6,11147.5
921,Général,,,9480.8
922,Général,,,1266.4
1001,Général,,3741.3,3578.1
1002,Général,,5607.3,6672.1
1003,Général,,2567.9,2415.4
1004,Général,,4316.8,5719.9
1005,Général,,2154.7,2261.8
1006,Général,,5322.1,5612.9
1007,Général,,4094.3,4558.5
1008,Général,,6385.6,
1009,Général,,4829.0,4579.4
1010,Général,,9306.8,11374.2
1011,Général,,6096.5,5365.5
101,Hifi,HIFI,1.3,0.0
105,Hifi,HIFI,,0.0
109,Hifi,HIFI,17.3,
121,Hifi,HIFI,,1.7
122,Hifi,HIFI,,16.3
123,Hifi,HIFI,,1.1
203,Hifi,HIFI,3.2,3.5
205,Hifi,HIFI,48.8,47.1
206,Hifi,HIFI,19.5,78.6
210,Hifi,HIFI,13.5,13.6
301,Hifi,HIFI,14.8,16.4
302,Hifi,HIFI,23.0,22.0
305,Hifi,HIFI,2.9,2.5
306,Hifi,HIFI,67.7,67.2
310,Hifi,HIFI,0.9,0.9
311,Hifi,HIFI,29.8,57.4
320,Hifi,HIFI,,8.3
403,Hifi,HIFI,,3.7
407,Hifi,HIFI,0.8,1.4
506,Hifi,HIFI,4.5,4.9
507,Hifi,HIFI,58.4,62.7
601,Hifi,HIFI,54.3,111.6
602,Hifi,HIFI,67.6,72.0
605,Hifi,HIFI,15.2,15.2
606,Hifi,HIFI,0.5,
607,Hifi,HIFI,31.8,32.1
702,Hifi,HIFI,147.1,151.4
703,Hifi,HIFI,11.6,1.0
704,Hifi,HIFI,51.2,55.9
705,Hifi,HIFI,11.0,6.2
706,Hifi,HIFI,1.0,1.0
707,Hifi,HIFI,0.6,2.5
709,Hifi,HIFI,3.6,4.0
805,Hifi,HIFI,1.2,1.8
809,Hifi,HIFI,41.0,
903,Hifi,HIFI,142.2,122.0
909,Hifi,HIFI,,2.1
911,Hifi,HIFI,72.5,63.2
912,Hifi,HIFI,4.3,0.3
922,Hifi,HIFI,,2.2
1001,Hifi,HIFI,1.9,2.2
1002,Hifi,HIFI,4.1,4.6
1005,Hifi,HIFI,5.1,4.5
1010,Hifi,HIFI,13.3,13.7
201,Hifi,HIFI 2,5.3,5.1
102,Hottes,,6.7,7.3
103,Hottes,,2.8,2.4
205,Hottes,,17.5,
206,Hottes,,30.3,27.8
207,Hottes,,5.6,3.0
208,Hottes,,15.5,
304,Hottes,,19.1,
305,Hottes,,11.8,11.0
308,Hottes,,8.7,13.2
310,Hottes,,0.6,2.1
408,Hottes,,6.8,
604,Hottes,,4.9,6.3
704,Hottes,,27.2,24.9
707,Hottes,,17.8,20.8
807,Hottes,,12.7,13.9
902,Hottes,,24.8,24.8
906,Hottes,,2.6,
1004,Hottes,,55.3,70.0
1006,Hottes,,27.5,27.5
1007,Hottes,,43.0,34.1
123,Hottes,,,33.9
320,Hottes,,,11.3
